,username,like,reply,retweet,time,text,status
@BoreGuru-2023-04-27T19:26:41.000Z,@BoreGuru,0,0,0,2023-04-27T19:26:41.000Z,"Tom
@BoreGuru
·
Apr 27
Nine-Teen-Fah-King-Thousand (19,000!) volcanoes that we didn't know about but the ""science is settled"".
#CO2 #AGW #MyAss   #txlege #copolitics
Quote Tweet
Joanne Nova
@JoanneNova
·
Apr 23
The science is settled but we just found 19,000 new #volcanoes. We've only mapped about a quarter of the ocean floor, but we *knew* in 1992 those seamounts couldn't affect currents, cause upwelling, change ocean ecology or contribute to #climatechange.

https://joannenova.com.au/2023/04/the-science-is-settled-but-we-just-found-19000-new-volcanoes/…
270",1651669214560768002
@kodomoooo-2023-04-24T13:41:19.000Z,@kodomoooo,27,0,6,2023-04-24T13:41:19.000Z,"小田果林
@kodomoooo
·
Apr 24
『AgainstWarリリース直前生放送』ご視聴ありがとうございました

チュートリアル、COM戦、そしてピロー北側さんとの戦い…どれも楽しかった〜
是非その様子もアーカイブからご覧ください

27日の正式リリースまであと少し…！
待ちきれませんね

https://youtube.com/live/_cQtIORBwBI?feature=share…

#ビモチャン
#AGW
6
27
6,608",1650495134767759360
@sicks_games-2023-04-27T09:47:31.000Z,@sicks_games,1,0,0,2023-04-27T09:47:31.000Z,"ライジャ
@sicks_games
·
Apr 27
アゲインストウォー、縦画面でストラテジーでカードゲーム！とか盛り盛りの好き要素たっぷりだったから楽しみにしてたのだけど…
どう進めたらいいか、どう勝てばいいか、全くわからん…テンポ悪いし、ストーリーないし、色々惜しすぎる。
#agw
1
239",1651523460903104513
@AgwSnsJp-2023-04-24T09:00:02.000Z,@AgwSnsJp,10,1,6,2023-04-24T09:00:02.000Z,"Against War
@AgwSnsJp
·
Apr 24
◤ 正式リリースカウントダウン◢

#AgainstWarリリースまであと日

世界中のプレイヤーと1対1のタイマンバトル！
対戦型戦略バトル『AgainstWar』
4/27(木)正式リリース

今すぐ事前登録！
▸Appstore：http://apple.co/3LgAX9Z
▸GooglePlay：http://bit.ly/3UNHf3W

#AGW
1
6
10
1,989",1650424347922780161
@BrisMarSci-2023-04-28T08:15:24.000Z,@BrisMarSci,8,1,2,2023-04-28T08:15:24.000Z,"GregMarSci 
@BrisMarSci
·
Apr 28
Replying to 
@augustdee42
 and 
@WizePenguin
No one needs to “believe” in climate change. You should at least try to understand the science. Then, if you have a valid argument against #AGW, you can present that based on the science. Again, no belief required.
1
2
8
91",1651862668435927040
@_Agenda2030-2023-04-26T12:04:02.000Z,@_Agenda2030,0,0,0,2023-04-26T12:04:02.000Z,"Agenda2030
@_Agenda2030
·
Apr 26
#GlobalWarming 13.00 hours, 26 April 2023, England #UK 

#ClimateScam #Agenda2030 #Fake $cience #AGW #WEF #CarbonZero
78",1651195427956424708
@nesta_red-2023-04-27T05:06:47.000Z,@nesta_red,2,0,0,2023-04-27T05:06:47.000Z,"Nesta Red
@nesta_red
·
Apr 27
The #elites(#GT,#LDS..)have no intention of solving #AGW+#ClimateChange for the people. Their true solution, currently executing, is mass #depopulation+#totalitarian #control by #Covid+""#vaccine""#bioweapons,#SocialCredit #CDBC,#poisoning,#starvation,#war..
http://tumia.org/en/directory/en/instance.php?tiname=The%20Colossal%20Mistake%20of%20Underestimating%20the%20Death%20Spreading%20Agriculture%20and%20Meat%20Industry&relationship=All&drsid=0&pisid=0&tiname_dno=1&page=1…
Quote Tweet
Anand Panna
@AnandPanna1
·
Apr 27
EU  German MP  Christine Anderson 15 𝙈𝙞𝙣𝙪𝙩𝙚 𝘾𝙞𝙩𝙮 𝙏𝙧𝙪𝙩𝙝 𝘽𝙤𝙢𝙗𝙨

""Make no mistake, this isn't about your 𝘾𝙤𝙣𝙫𝙚𝙣𝙞𝙚𝙣𝙘𝙚, they'll be used for future 𝙇𝙤𝙘𝙠𝙙𝙤𝙬𝙣 𝙕𝙤𝙣𝙚𝙨 

Next Step : Climate Lockdown ...

#ClimateScam #ClimateLockdown
Show this thread
2
139",1651452812931260417
@AgwSnsJp-2023-04-25T10:00:02.000Z,@AgwSnsJp,9,0,3,2023-04-25T10:00:02.000Z,"Against War
@AgwSnsJp
·
Apr 25
 #AgainstWar正式リリース
 #事前登録 キャンペーン開催中

＼事前登録人数 60,000人達成！／
Against Warリリース後、
『銀貨3000個』のプレゼントが決定しました！  

今すぐ事前登録！
▸Appstore：http://apple.co/3LgAX9Z
▸GooglePlay：http://bit.ly/3UNHf3W

#AGW
3
9
8,686",1650801836889198594
@PaulCarfoot-2023-04-21T07:24:45.000Z,@PaulCarfoot,0,0,0,2023-04-21T07:24:45.000Z,"Paul C
@PaulCarfoot
·
Apr 21
40 years of expert failure: New NOAA STAR satellite temperatures only show half the warming that climate models do https://joannenova.com.au/2023/04/40-years-of-expert-failure-new-noaa-star-satellite-temperatures-only-show-half-the-warming-that-climate-models-do/… #AGW #Climate
35",1649313204915281920
@ALphaMach1ne-2023-04-25T11:47:57.000Z,@ALphaMach1ne,1,0,1,2023-04-25T11:47:57.000Z,"ALpha Mach1ne
@ALphaMach1ne
·
Apr 25
#Lawyers Are Responsible. What will you do? 

Royal Courts of Justice, London 

#LawyersAreResponsible #ClimateEmergency #CEE #AGW  #ClimateBrawl #ClimateHoax #ClimateScam
youtube.com
Lawyers Are Responsible. What will you do? | Royal Courts of Justice,...
A group of prominent lawyers are taking action in solidarity with all those on the frontline of the climate and ecological crises, in particular the younger ...
1
1
45",1650828993766244353
@AgwSnsJp-2023-04-28T09:00:01.000Z,@AgwSnsJp,7,0,1,2023-04-28T09:00:01.000Z,"Against War
@AgwSnsJp
·
Apr 28
【リリース #AgainstWar 基礎講座】

AgainstWarのリリースを記念して、
GW期間中、毎日AgainstWarの
基本情報を投稿いたします！

バトルやシステムが細かくてわからない
という方はぜひこちらをご覧ください

#AGW
1
7
1,263",1651873896298168325
@kodomoooo-2023-04-27T09:29:42.000Z,@kodomoooo,12,0,1,2023-04-27T09:29:42.000Z,"小田果林
@kodomoooo
·
Apr 27
『AgainstWar』正式リリースおめでとうございます

指揮官の皆様！！！
一緒にAgainstWarライフを楽しみましょう

#AGW
Quote Tweet
Against War
@AgwSnsJp
·
Apr 27
／
AgainstWar
正式リリース
＼

千人千色の戦略！
リアルタイムストラテジーゲーム
『Against War』の正式サービスを
本日4/27(木)18:00より開始いたしました

インストールはこちら
▸Appstore：http://apple.co/3LgAX9Z
▸GooglePlay：http://bit.ly/3UNHf3W

#AGW #AgainstWar
1
12
2,570",1651518976198086656
@nesta_red-2023-04-29T05:03:56.000Z,@nesta_red,0,0,0,2023-04-29T05:03:56.000Z,"Nesta Red
@nesta_red
·
Apr 29
The #elites(#GT,#HJ..)have no intention of solving #AGW+#ClimateChange for the people. Their true solution, currently executing, is mass #depopulation+#totalitarian #control by #Covid+""#vaccine""#bioweapons,#SocialCredit #CDBC,#poisoning,#starvation,#war..
http://tumia.org/en/directory/en/instance.php?tiname=The%20Colossal%20Mistake%20of%20Underestimating%20the%20Death%20Spreading%20Agriculture%20and%20Meat%20Industry&relationship=All&drsid=0&pisid=0&tiname_dno=1&page=1…
Quote Tweet
Dr. Simon Goddek
@goddeketal
·
Apr 29
I didn't know Hugh Jackman had special needs.
389.8K views
0:01 / 0:44
0:43
389.8K views
41",1652176870463373313
@AgwSnsJp-2023-04-26T10:00:01.000Z,@AgwSnsJp,31,1,8,2023-04-26T10:00:01.000Z,"Against War
@AgwSnsJp
·
Apr 26
／
 #AgainstWar
リリース記念Twitterキャンペーン
追加開催決定
＼

正式リリース直前キャンペーン第二弾の
総RT数が50,000を超えたので、
明日以降も追加キャンペーンの
開催が決定しました！

明日以降もどうぞお楽しみに！

#AGW
1
8
31
3,252",1651164217603510273
@PolAnimalAus-2023-04-28T07:11:41.000Z,@PolAnimalAus,1,0,0,2023-04-28T07:11:41.000Z,"Parakeelia millions! 
@PolAnimalAus
·
Apr 28
No #littleiceage now, no #miniiceage when the sun, around 2060-70 goes into a GSM.

CO2 is driving climate now. The sun does not drive climate, except over geologic time (6% brighter now than in Cambrian times.)

#AGW is warming us, past any previous warm period in the holocene.
1
45",1651846631736872962
@AmyntorGaming-2023-04-23T19:46:41.000Z,@AmyntorGaming,3,0,1,2023-04-23T19:46:41.000Z,"Amyntor Gaming
@AmyntorGaming
·
Apr 23
AGWMania PLE Season 5 Finale

#AmyntorGaming #AGW #Twitch #TwitchStreamer #TwitchAffiliate #SmallTimeStreamer #EFed #Interactive #Wrestling #Commentate #Commentating
twitch.tv
Amyntor_Gaming - Twitch
Amyntor Gaming AGW is here to stay
1
3
35",1650224693343821831
@GamerNeJp-2023-04-24T09:00:04.000Z,@GamerNeJp,7,0,3,2023-04-24T09:00:04.000Z,"Gamer＠ゲーム情報
@GamerNeJp
·
Apr 24
2つの勝利条件がもたらす駆け引きがアツい！対戦型RTS「Against War」先行プレイレビュー

 https://gamer.ne.jp/news/202304240044/… 

 #AGW #AgainstWar
3
7
8,876",1650424354478637056
@0101jg-2023-04-28T11:37:57.000Z,@0101jg,0,0,0,2023-04-28T11:37:57.000Z,"あっちゃん
@0101jg
·
Apr 28
Replying to 
@AgwSnsJp
 #AgainstWar
リリース開始
おめでとうございます

#アゲインストウォーDL祭り
早速DLしました
これから色々プレイしていきます

#AGW
117",1651913641372041217
@YT6wOHBOLS5Kh83-2023-04-28T12:04:12.000Z,@YT6wOHBOLS5Kh83,0,0,0,2023-04-28T12:04:12.000Z,"ぽす
@YT6wOHBOLS5Kh83
·
Apr 28
Replying to 
@AgwSnsJp
#アゲインストウォーDL祭り
#AGW 
 #AgainstWar 
始めました！
これから楽しみたいと思います
144",1651920247413432320
@AgwSnsJp-2023-04-24T11:21:06.000Z,@AgwSnsJp,13,2,5,2023-04-24T11:21:06.000Z,"Against War
@AgwSnsJp
·
Apr 24
／
  生放送【放送中】！
  Against Warリリース直前公式生放送
＼

ぜひコチラにお集まりください！
https://youtube.com/live/_cQtIORBwBI…

#AGW #AgainstWar #ビモチャン
Quote Tweet
Against War
@AgwSnsJp
·
Apr 20
／
【生放送予告】4/24(月) 20:00～
  Against Warリリース直前公式生放送
＼

指揮官のみなさんを導く副官モリルナを演じた
小田果林さんをゲストに迎え、
チュートリアルや対戦などをプレイ予定です！

生放送ページはコチラ
https://youtube.com/live/_cQtIORBwBI…

#AGW #AgainstWar #ビモチャン
2
5
13
5,151",1650459848319049729
@AgwSnsKr-2023-04-27T09:00:01.000Z,@AgwSnsKr,0,0,0,2023-04-27T09:00:01.000Z,"Against War
@AgwSnsKr
·
Apr 27
／
AgainstWar
정식 출시
＼

천인천색의 전략！
실시간 전략 게임
『Against War』의 정식 서비스를
오늘 4/27(목)18:00부터 시작했습니다！

설치는 이곳에서
▸Appstore：http://apple.co/3LgAX9Z
▸GooglePlay：http://bit.ly/3UNHf3W

#AGW #AgainstWar
90",1651511508214358018
@xplorer_59-2023-04-27T23:44:24.000Z,@xplorer_59,0,0,0,2023-04-27T23:44:24.000Z,"Blaine Coleman
@xplorer_59
·
Apr 28
#globalwarming #agw #VoteBlueIn2024 #
Oceans Have Reached Warmest Levels in Modern History. Scientists Are Worried. https://truthout.org/articles/oceans-have-reached-warmest-levels-in-modern-history-scientists-are-worried/?utm_campaign=Truthout+Share+Buttons… via 
@truthout
truthout.org
Oceans Have Reached Warmest Levels in Modern History. Scientists Are Worried.
Oceans have absorbed some 90 percent of the heat caused by human-induced climate change — at a devastating cost.
28",1651734070630535168
@AgwSnsJp-2023-04-22T09:00:00.000Z,@AgwSnsJp,16,1,6,2023-04-22T09:00:00.000Z,"Against War
@AgwSnsJp
·
Apr 22
◤ 正式リリースカウントダウン◢

#AgainstWarリリースまであと日

ついにリリースの日が近づいてまいりました！
本日より毎日カウントダウン致します！
4/27(木)正式リリース

今すぐ事前登録！
▸Appstore：http://apple.co/3LgAX9Z
▸GooglePlay：http://bit.ly/3UNHf3W

#AGW
1
6
16
5,849",1649699562410606592
@famitsuApp-2023-04-27T14:09:33.000Z,@famitsuApp,1,0,0,2023-04-27T14:09:33.000Z,"ファミ通App@アプリ新作情報
@famitsuApp
·
Apr 27
【配信開始】戦いかたは千人千色。デッキと戦略を駆使して勝利を目指す対戦型RTS『Against War（アゲインスト・ウォー）』 https://app.famitsu.com/20230427_2077887/…
#AGW #AgainstWar
app.famitsu.com
【配信開始】戦いかたは千人十色。デッキと戦略を駆使して勝利を目指す対戦型RTS『Against War（アゲインスト・ウォー）』
アソビモより新作スマホ向けゲーム『Against War』配信スタート！
1
4,947",1651589404593655809
@_Agenda2030-2023-04-25T08:27:53.000Z,@_Agenda2030,2,0,1,2023-04-25T08:27:53.000Z,"Agenda2030
@_Agenda2030
·
Apr 25
#ClimateScam #AGW #Agenda2030 #Fake $cience
Quote Tweet
Mark
@markmaycot
·
Apr 24
DJT 
Global Warming.
790 views
0:01 / 1:17
1
2
61",1650778646607548416
@ALphaMach1ne-2023-04-21T11:51:20.000Z,@ALphaMach1ne,3,0,4,2023-04-21T11:51:20.000Z,"ALpha Mach1ne
@ALphaMach1ne
·
Apr 21
#TheBigOne is happening, get to a seat of power near you. Everyone is needed. 

Events in London into the evening. 

It would really make it if you could make it. 

#XR #WeQuit #ThisIsTheWork #ClimateEmergency #SixthMassExtinctionEvent #CEE #AGW
Quote Tweet
ALpha Mach1ne
@ALphaMach1ne
·
Apr 19
IF you have faith in anything, be there.

IF you respect anything, be there.

IF you love anyone, be there.

IF you want to save anything, be there.

#XR #TheBigOne #ThisIsTheWork #WeQuit
90 views
0:00 / 0:30
0:29
90 views
4
3
157",1649380292468113410
@PolAnimalAus-2023-04-25T23:09:23.000Z,@PolAnimalAus,0,2,0,2023-04-25T23:09:23.000Z,"Parakeelia millions! 
@PolAnimalAus
·
Apr 26
Replying to 
@PolAnimalAus
 
@loveUSAMAGA
 and 
@WMO
It is clear that we are warmer than at any stage in the Holocene Optimum. Your crap about us still warming up from the LIA is shown as a complete fabriocation.

We also know that the Milankovitch Cycle is still turning down—we should be cooling!

The warming is not natural! #AGW!
2
34",1651000480431218688
@Agworksolution-2023-04-27T08:00:24.000Z,@Agworksolution,0,0,0,2023-04-27T08:00:24.000Z,"AGWS.IT
@Agworksolution
·
Apr 27
50x8x12 smeriglio per affettatrice celme e compatibili grana grossa per affilare 
50X8X12 SMERIGLIO PER AFFETTATRICE CELME E COMPATIBILI GRANA GROSSA PER AFFILARE
50X8X12 SMERIGLIO PER AFFETTATRICE CELME E COMPATIBILI GRANA GROSSA PER AFFILARE
#agwsit #agw https://agworksolution.it/it/diametro-da-50-a-65-mm-/50x8x12-smeriglio-per-affettatrice-celme-e-compatibili-grana-grossa-per-affilare.html…
26",1651496504027168768
@GamerNeJp-2023-04-27T11:49:26.000Z,@GamerNeJp,4,0,1,2023-04-27T11:49:26.000Z,"Gamer＠ゲーム情報
@GamerNeJp
·
Apr 27
「Against War」の正式サービスが開始！ポイントに応じて報酬を獲得できるシーズンパスが登場　 https://gamer.ne.jp/news/202304270102/…  #AGW #AgainstWar
1
4
2,195",1651554143709052935
@AgwSnsZh-2023-04-27T09:00:01.000Z,@AgwSnsZh,0,0,0,2023-04-27T09:00:01.000Z,"Against War
@AgwSnsZh
·
Apr 27
／
AgainstWar
正式與各位見面啦！
＼

千人千色的戰略！
即使策略游戲『Against War』
將於本日4/27 18:00(JST)
正式與大家見面！

應用下載：
▸Appstore：http://apple.co/3LgAX9Z
▸GooglePlay：http://bit.ly/3UNHf3W

#AGW #AgainstWar
92",1651511507098959872
@CyfraithEcocide-2023-04-26T19:01:04.000Z,@CyfraithEcocide,0,1,0,2023-04-26T19:01:04.000Z,"Pennau Ecocide Cymru
@CyfraithEcocide
·
Apr 26
Replying to 
@GrimRea21950655
 
@thebigflynnof3
 and 2 others
The winners writing of history using glorified yet offensive terms is your problem. Has nothing to do with data collection nor the resulting understanding of #AGW - deflection at best, subtly manipulative at worst. What is your point?
1
45",1651300379642953739
@AgwSnsJp-2023-04-24T10:00:01.000Z,@AgwSnsJp,5,0,2,2023-04-24T10:00:01.000Z,"Against War
@AgwSnsJp
·
Apr 24
／
【生放送】本日！4/24(月) 20:00～
  Against Warリリース直前公式生放送
＼

副官モリルナ役小田果林さんをゲストに迎え、
チュートリアルや対戦などをプレイ予定です！

ぜひコチラにお集まりください！
https://youtube.com/live/_cQtIORBwBI…

#AGW #AgainstWar #ビモチャン
Quote Tweet
ビモチャン@アソビモ公式生放送チャンネル
@bemmo_c
·
Apr 24
／
リリースまであと3日
#AgainstWar リリース直前！
公式生放送
＼

副官モリルナ役 #小田果林 さん
直筆サイン色紙プレゼント も開催中
https://twitter.com/bemmo_c/status/1649337179150368770…

本日4/24(月)20:00から生放送開始！
https://youtube.com/live/_cQtIORBwBI…

#ビモチャン
2
5
1,961",1650439441071079428
@AgwSnsKr-2023-04-26T09:00:03.000Z,@AgwSnsKr,0,0,0,2023-04-26T09:00:03.000Z,"Against War
@AgwSnsKr
·
Apr 26
◤정식 출시 카운트 다운◢

#AgainstWar 출시까지 앞으로 일

지휘관이 되어 아군을 승리로 이끌자！
RTS 게임『AgainstWar』
4/27(목)18:00 정식 출시

지금 바로 사전 등록！
▸Appstore：http://apple.co/3AaYO4m
▸GooglePlay：http://bit.ly/41z3s82

#AGW
71",1651149129073000449
@AgwSnsKr-2023-04-24T09:00:01.000Z,@AgwSnsKr,0,0,0,2023-04-24T09:00:01.000Z,"Against War
@AgwSnsKr
·
Apr 24
◤정식 출시 카운트 다운◢

#AgainstWar 출시까지 앞으로 일

전 세계 플레이어와 1대 1 배틀！
대전형 전략 배틀『AgainstWar』
4/27(목) 정식 출시

지금 바로 사전 등록！
▸Appstore：http://apple.co/3AaYO4m
▸GooglePlay：http://bit.ly/41z3s82

#AGW
43",1650424342684094464
@AgwSnsKr-2023-04-25T10:00:00.000Z,@AgwSnsKr,0,0,0,2023-04-25T10:00:00.000Z,"Against War
@AgwSnsKr
·
Apr 25
 #AgainstWar정식 출시
#사전등록 캠페인 진행 중

＼사전등록 인원 60,000명 달성!／
Against War 출시 후 ""은화3000개""의 선물이 결정되었습니다!

지금 바로 사전 등록！
▸Appstore：http://apple.co/3LgAX9Z
▸GooglePlay：http://bit.ly/3UNHf3W

#AGW
45",1650801827380690945
@kodomoooo-2023-04-24T09:58:18.000Z,@kodomoooo,14,0,3,2023-04-24T09:58:18.000Z,"小田果林
@kodomoooo
·
Apr 24
こちら
本日の20:00〜配信です
是非ご覧ください

https://youtube.com/live/_cQtIORBwBI?feature=share…

#AGW #ビモチャン
Quote Tweet
Against War
@AgwSnsJp
·
Apr 20
／
【生放送予告】4/24(月) 20:00～
  Against Warリリース直前公式生放送
＼

指揮官のみなさんを導く副官モリルナを演じた
小田果林さんをゲストに迎え、
チュートリアルや対戦などをプレイ予定です！

生放送ページはコチラ
https://youtube.com/live/_cQtIORBwBI…

#AGW #AgainstWar #ビモチャン
3
14
1,033",1650439011528478722
